HeadLine,day,Dates
"Nifty ends above 9,950, Sensex gains over 100 pts; RIL gains for 5th straight day",Tuesday,9/5/2017
"Nifty can open on positive note, gain 12 points: Maximus Securities",Tuesday,9/5/2017
"Nifty likely to open flat with stiff resistance at 10005; buy Coal India, ONGC: Prakash Gaba",Tuesday,9/5/2017
Ganeshaspeaks: Nifty prediction for September 5,Tuesday,9/5/2017
F&O cues: Nifty 10000 Call adds 9.6 lakh shares in Open Interest,Tuesday,9/5/2017
"Renewed North Korea fears drag Sensex 190 pts; Nifty manages to hold 9,900",Monday,9/4/2017
Stay with winners! Over 100 stocks hit 52-week high on BSE amid rising geopolitical tensions,Monday,9/4/2017
Jaypee Infra jumps 4% after SC stays insolvency proceedings in NCLT,Monday,9/4/2017
Technical stock and weekly outlook,Monday,9/4/2017
Federal Bank gains over 2% after Jefferies initiates coverage,Monday,9/4/2017
Ganeshaspeaks: Nifty prediction for September 4,Monday,9/4/2017
"Closing Bell: Sensex begins week on a negative note, Nifty just above 9900; banks fall",Monday,9/4/2017
See NIfty open on negative note: Dynamic Levels,Monday,9/4/2017
"Nifty may open on negative note, shed 25 points: Maximus Securities",Monday,9/4/2017
"AB Money sees Nifty in 9,650-10,050 range, 12 picks at start of September series",Monday,9/4/2017
"Buy, Sell, Hold: What stocks/sectors are on the radar of investors today?",Monday,9/4/2017
Trade Setup for Monday: Top 10 things you should know before Opening Bell,Sunday,9/3/2017
"Week Ahead: Cabinet rejig, macro data among 10 factors that market will watch out for",Saturday,9/2/2017
"Sensex ends up 162 pts despite tepid GDP growth; Nifty nears 10K, adds 1% in week",Friday,9/1/2017
"Thank God it's Friday! As market continues to rise, over 130 stocks hit fresh 52-week highs",Friday,9/1/2017
India’s Q1 GDP slows to 5.7%; here’s what global brokerages are talking about it,Friday,9/1/2017
"Closing bell: Sensex gains 162 pts, Midcap outperforms Nifty; autos, pharma lead",Friday,9/1/2017
Nifty may open on positive note: Maximus Securities,Friday,9/1/2017
Nifty is likely to open flat on back of mixed global cues: ICICIdirect,Friday,9/1/2017
Ganeshaspeaks: Nifty prediction for September 1,Friday,9/1/2017
What changed for the market while you were sleeping? 10 things you should know,Friday,9/1/2017
Trade setup for Friday: Top 10 things you should know before Opening Bell,Thursday,8/31/2017
"Last hour surge helps Sensex, Nifty end in green; Street waits for GDP data",Thursday,8/31/2017
Biocon falls 2% after US FDA extends target action deadline for cancer drug by 3 months,Thursday,8/31/2017
"Market in consolidation mode, but over 85 stocks hit 52-week highs",Thursday,8/31/2017
Good news for traders? Stock exchanges mulling extension of trading hours,Thursday,8/31/2017
"Auto sales preview: Motilal Oswal sees healthy retail growth, festive demand to aid PVs, 2W",Thursday,8/31/2017
Don’t miss it: Top 4 stocks which can give up to 19% return in 6 months,Thursday,8/31/2017
"Closing Bell: Last hour surge helps Sensex end in green, Nifty above 9900",Thursday,8/31/2017
Nifty to open gap down by 26 points at 9858: Dynamic Levels,Thursday,8/31/2017
"Nifty to open on flat to positive note, immediate support at 9850: Stewart & Mackertich",Thursday,8/31/2017
"Nifty may open on negative note, shed 20 points: Maximus Securities",Thursday,8/31/2017
Ganeshaspeaks: Nifty prediction for August 31,Thursday,8/31/2017
Nifty likely to open flat with support placed at 9853; top 4 stocks to buy today,Thursday,8/31/2017
Trade setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,8/30/2017
Sensex soars 258 pts on short covering ahead of F&O expiry; North Korea fears ease,Wednesday,8/30/2017
Sensex 300 points rally highlights the 'spirit of Mumbai' but low rollover tells a different story,Wednesday,8/30/2017
"Buy, Sell, Hold: 3 sectors on analysts radar today",Wednesday,8/30/2017
Nifty to open gap up by 46 points at 9840: Dynamic Levels,Wednesday,8/30/2017
"See Nifty open on positive note, gain 60 points: Maximus Securities",Wednesday,8/30/2017
Nifty to open gap up on back of strong global cues: ICICIdirect,Wednesday,8/30/2017
Ganeshaspeaks: Nifty prediction for August 30,Wednesday,8/30/2017
Nifty likely to open gap up with key support at 9740; top 4 stocks to trade today,Wednesday,8/30/2017
Don’t let North Korea missile hit your portfolio; Here are top 20 wealth creating stocks,Wednesday,8/30/2017
Stock slide wipes off investor wealth by Rs 1.38 lakh cr,Tuesday,8/29/2017
"North Korea fears, fresh loan defaulters list rattle India; Sensex sinks 362 pts",Tuesday,8/29/2017
Staying with winners! Nearly 70 stocks hit fresh 52-week highs when Sensex plunged 350 pts,Tuesday,8/29/2017
Did you know: How is Nifty50 computed? How are stocks included/excluded from the list?,Tuesday,8/29/2017
"Sensex sinks on North Korea tensions, nearly 100 stocks hit 52-week low",Tuesday,8/29/2017
"Five reasons that dragged Sensex over 350 pts, Nifty below 9,800",Tuesday,8/29/2017
"Closing Bell: Sensex ends over 350 pts lower, Nifty sheds over 110 pts; NTPC, BoB crack",Tuesday,8/29/2017
"Buy, Sell, Hold: 1 stock and 2 sectors are on the radar of investors today",Tuesday,8/29/2017
See Nifty shed 47 points at opening: Maximus Securities,Tuesday,8/29/2017
Nifty likely to open on negative note on back of weak Asian cues: ICICIdirect,Tuesday,8/29/2017
Ganeshaspeaks: Nifty prediction for August 29,Tuesday,8/29/2017
Stay cautious as Nifty eyes Mount 10k with resistance at 9950; 4 stocks to buy today,Tuesday,8/29/2017
Trade setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,8/28/2017
"Nilekani-led rally in Infosys lifts Sensex 155 pts, Nifty above 9900; Midcap up 1%",Monday,8/28/2017
Nestle zooms over 6% post analysts’ meet; brokerages upbeat on stock,Monday,8/28/2017
Technical stock and weekly outlook: Reliance Securities,Monday,8/28/2017
"Buy, Sell, Hold: 3 stocks on analysts’ radar today",Monday,8/28/2017
"Closing Bell: Sensex ends over 150 pts higher, Nifty above 9900; Infosys up 3%",Monday,8/28/2017
Nifty to open gap up by 34 points at 9893: Dynamic Levels,Monday,8/28/2017
See Nifty gain 18 points at opening: Maximus Securities,Monday,8/28/2017
Small with big gains! Nearly 20 stocks rose 10-40% last week; do you own any,Monday,8/28/2017
Nifty to open on positive note on back of mixed global cues: ICICIdirect,Monday,8/28/2017
Top 12 money making ideas by experts which could give up to 10% return in short term,Monday,8/28/2017
Trade setup for Monday: Top 10 things you should know before Opening Bell,Sunday,8/27/2017
Foreign ownership in BSE-200 rises by 43 bps to 24.93% in Q1,Sunday,8/27/2017
Market Week Ahead: Rangebound trade to continue; these 10 factors to keep investors busy,Saturday,8/26/2017
Market consolidation likely: These 5 stocks can give up to 14-28% return,Saturday,8/26/2017
"Technical View: Nifty forms a bearish candle; 9,948 crucial for momentum to continue",Thursday,8/24/2017
"As markets end flat, over 70 stocks hit fresh 52-week highs",Thursday,8/24/2017
"Pharma stocks, Infosys help Sensex gain for 3rd day; Midcap outperforms Nifty",Thursday,8/24/2017
"Closing Bell: Sensex, Nifty end on a sombre note, pharma stocks gain strong",Thursday,8/24/2017
"Buy, Sell, Hold: Investors are tracking these 10 stocks and 2 sectors today",Thursday,8/24/2017
Ganeshaspeaks: Nifty prediction for August 24,Thursday,8/24/2017
"Nifty may open on positive note, gain 14 points: Maximus Securities",Thursday,8/24/2017
Nifty likely to open on positive note: ICICIdirect,Thursday,8/24/2017
Nifty back on strong footing but resistance at 9878; top 4 stocks to buy today,Thursday,8/24/2017
Trade setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,8/23/2017
"Technical View: Nifty forms bullish candle on charts, but don’t get excited",Wednesday,8/23/2017
"Banks, Infosys lift Sensex 276 pts and Nifty above 9850; Midcap outperforms",Wednesday,8/23/2017
Shoppers Stop gains 4% on buzz of co foraying into digital space,Wednesday,8/23/2017
Infosys gains nearly 3% on buzz of Nandan Nilekani’s return at helm of affairs,Wednesday,8/23/2017
Nifty to open gap up by 42 points at 9806: Dynamic Levels,Wednesday,8/23/2017
"Nifty likely to open on positive note, gain 17 points: Maximus Securities",Wednesday,8/23/2017
"Buy, Sell, Hold: 4 stocks and 1 sector are on analysts’ radar today",Wednesday,8/23/2017
Nifty to open on positive note led by strong global cues: ICICIdirect,Wednesday,8/23/2017
Ganeshaspeaks: Nifty prediction for August 23,Wednesday,8/23/2017
Consolidation likely in short term; these 5 stocks can give 21-38% return,Wednesday,8/23/2017
"Crucial support for Nifty at 9685; buy Avenue Supermarts, BPCL: Prakash Gaba",Wednesday,8/23/2017
Trade setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,8/22/2017
"Sensex ends rangebound session mildly higher, Nifty fails to hold 9800; Midcap dips",Tuesday,8/22/2017
Nifty upside likely to remain capped at 9850; 5 stocks which can give 13-24% return,Tuesday,8/22/2017
Nifty to open gap up by 46 points at 9810: Dynamic Levels,Tuesday,8/22/2017
"Closing Bell: Lackluster day of trade on D-Street as Sensex, Nifty end mildly higher",Tuesday,8/22/2017
"Nifty likely to open on positive note, gain 36 points: Maximus Securities",Tuesday,8/22/2017
"Buy, Sell, Hold: 6 stocks and 1 sector are on analysts’ radar today",Tuesday,8/22/2017
Nifty likely to open flat on back of mixed global cues: ICICIdirect,Tuesday,8/22/2017
Ganeshaspeaks: Nifty prediction for August 22,Tuesday,8/22/2017
"Selling pressure may drag Nifty to 9500 with key support at 9685; sell DCB, Escorts",Tuesday,8/22/2017
Trade setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,8/21/2017
"Infosys' second consecutive correction drags Sensex 266 pts, Nifty below 9800; Midcap dips 1.5%",Monday,8/21/2017
Where is the money? These top 20 stocks rose over 20% in just 4 trading sessions,Monday,8/21/2017
"Picking multibaggers to following Rakesh Jhunjhunwala, a look at Vijay Kedia's investment mantra",Monday,8/21/2017
"Closing Bell: Sensex ends over 250 points lower, Nifty below 9800; Infosys cracks for second day",Monday,8/21/2017
Nifty to open gap up by 7 points at 9857: Dynamic Levels,Monday,8/21/2017
"Infosys tanks 5%, hits fresh 52-week low post Sikka’s exit; brokerages not upbeat on stock",Monday,8/21/2017
"Buy, Sell, Hold: Here are 4 stocks on investors’ radar today",Monday,8/21/2017
"Nifty can open on positive note, gain 4 points: Maximus Securities",Monday,8/21/2017
Nifty likely to open flat on back of mixed global cues: ICICIdirect,Monday,8/21/2017
Ganeshaspeaks: Nifty prediction for August 21,Monday,8/21/2017
Trade setup for Monday: Top 10 things you should know before Opening Bell,Sunday,8/20/2017
"Crossing 10,000 will now be a daunting task; Five stocks which can give up to 14% return",Sunday,8/20/2017
Market Week Ahead: Here are 7 factors that D-Street would watch out for,Saturday,8/19/2017
"Multibaggers could be dangerous? The good, bad and ugly about investing in smallcaps",Saturday,8/19/2017
The Wrong Enemy! Is black money the real problem or joblessness for Modi govt,Saturday,8/19/2017
Have you lost money in penny stocks? Say hello to cognitive investing,Saturday,8/19/2017
Infosys' 10% crash on Vishal Sikka exit drags Sensex 270 pts; but weekly gains at 1%,Friday,8/18/2017
"Sikka’s exit causes ‘Vishal’ hole of almost Rs 1,000 crore in Murthy’s portfolio",Friday,8/18/2017
Infosys drags Sensex nearly 300 pts intraday but still these 33 stocks hit 52-week highs,Friday,8/18/2017
Analysts cut target but remain positive on Dish TV despite net loss in Q1,Friday,8/18/2017
Closing Bell: Sensex ends over 250 pts lower post Sikka’s resignation; Nifty below 9850,Friday,8/18/2017
Nifty to open gap down by 54 points at 9860: Dynamic Levels,Friday,8/18/2017
"Buy, Sell, Hold: Here are 6 stocks that analysts are tracking today",Friday,8/18/2017
Nifty  can fall 48 points at opening: Maximus Securities,Friday,8/18/2017
Ganeshaspeaks: Nifty prediction for August 18,Friday,8/18/2017
F&O cues: Nifty 9800 Put added 11.5 lakh shares in Open Interest,Friday,8/18/2017
Trade setup for Friday: Top 10 things you should know before Opening Bell,Thursday,8/17/2017
"Technical View: Nifty forms a bearish candle; 9,930 crucial for bulls",Thursday,8/17/2017
"Fall in banks weighs on indices, but Infy helps Street end in green; midcaps outperform",Thursday,8/17/2017
"Brokerages see value in Coal India, raise targets; stock jumps up 5%",Thursday,8/17/2017
Fund managers conviction bets? Top 20 stocks where MFs has more than 2% exposure,Thursday,8/17/2017
Mid & small cap space to remain in flavour; 4 stocks which can give up to 29% return in 6 months,Thursday,8/17/2017
HDFC Bank falls 0.5% even as it cuts interest rates on savings accounts,Thursday,8/17/2017
"Closing Bell: Indices give up gains post fall in banks, Nifty just above 9900; midcaps outperform",Thursday,8/17/2017
Nifty to open gap down by 5 points at 9902: Dynamic Levels,Thursday,8/17/2017
"Buy, Sell, Hold: 6 stocks that are on analysts’ radar today",Thursday,8/17/2017
"Nifty may open on negative note, shed 8 points: Maximus Securities",Thursday,8/17/2017
Expect Nifty to open flat on back of mixed global cues: ICICIdirect,Thursday,8/17/2017
Resistance for Nifty at 9988; 4 stocks to buy as Nifty eyes Mount 10K: Prakash Gaba,Thursday,8/17/2017
Ganeshaspeaks: Nifty prediction for August 17,Thursday,8/17/2017
F&O cues: Nifty 9800 Put adds 6.45 lakh shares in Open Interest,Thursday,8/17/2017
Trade setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,8/16/2017
"Sharp rally in banks & FMCG pushes Sensex up 321 pts, Nifty just below 9900",Wednesday,8/16/2017
Granules India gains 10% after US FDA gives no observations to Gagillapur unit,Wednesday,8/16/2017
Domino’s Pizza operator Jubilant Foodworks gains 6% post target price hike by CLSA,Wednesday,8/16/2017
Nifty to open gap up by 6 points at 9815: Dynamic Levels,Wednesday,8/16/2017
"Closing Bell: Sensex ends 321 pts higher, Nifty ends a tad below 9900; FMCG, banks gain",Wednesday,8/16/2017
Ganeshaspeaks: Nifty prediction for August 16,Wednesday,8/16/2017
"Nifty can open on positive note, gain 12 points: Maximus Securities",Wednesday,8/16/2017
"Buy, Sell, Hold: Here are 5 stocks that are on analysts’ radar today",Wednesday,8/16/2017
Nifty is likely to open flat on back of mixed global cues: ICICIdirect,Wednesday,8/16/2017
F&O cues: Nifty 9500 Put adds 10.9 lakh shares in Open Interest,Wednesday,8/16/2017
Nifty bounce back not convincing; 5 stocks which can give up to 14% return in short term,Wednesday,8/16/2017
Nifty likely to open higher with resistance at 9877; 4 stocks to buy today: Gaba,Wednesday,8/16/2017
These 10 low beta & high ROE stocks rose over 1000% in last 5 yrs; do you own them?,Wednesday,8/16/2017
Trade setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,8/15/2017
"Sensex snaps 5-day fall, up 235 pts amid easing geopolitical woes; Midcap shines",Monday,8/14/2017
Ruchir Sharma hails ‘India’s cleanest bull market’. What should investors do now?,Monday,8/14/2017
Nifty likely to face resistance around 9874; 4 stocks which can give up to 10% return,Monday,8/14/2017
"Closing Bell: Sensex ends up over 200 pts, Nifty fails to close above 9800; pharma stocks gain",Monday,8/14/2017
Nifty to open gap up by 52 points at 9789: Dynamic Levels,Monday,8/14/2017
"Expect Nifty to open positive, support placed around 9680: Stewart & Mackertich",Monday,8/14/2017
"Buy, Sell, Hold: Here are 8 stocks on analysts’ radar today",Monday,8/14/2017
"Nifty likely to open on positive note, gain 59 points: Maximus Securities",Monday,8/14/2017
Ganeshaspeaks: Nifty prediction for August 14,Monday,8/14/2017
Nifty likely to open on positive note on back of positive global cues: ICICIdirect,Monday,8/14/2017
Heads up! FIIs ‘Long Short Ratio’ reached to the lowest level of 2017: Centrum Broking,Monday,8/14/2017
"Crucial support for Nifty at 9700; buy Aurobindo Pharma, sell Vedanta: Prakash Gaba",Monday,8/14/2017
Trade setup for Monday: Top 10 things you should know before Opening Bell,Sunday,8/13/2017
"Earnings drag Sensex 318 pts; Nifty holds 9700, weekly loss at 3.5%; Midcap outperforms",Friday,8/11/2017
"One-time loss drags Hindalco Q1 PAT to Rs 290 cr; revenue rises 27% to Rs 10,407 cr",Friday,8/11/2017
"Closing Bell: Sensex ends over 300 pts lower, Nifty ends above 9700; metals crack",Friday,8/11/2017
Nifty to open gap down by 122 points at 9756: Dynamic Levels,Friday,8/11/2017
"As Nifty sheds weight, 4 stocks hit fresh 52-week lows",Thursday,8/10/2017
Trade setup for Friday: Top 10 things you should know before Opening Bell,Thursday,8/10/2017
"Sensex slips 266 pts, Nifty at 1-mth closing low; Midcap dives 3% on global woes",Thursday,8/10/2017
"Market continues to tank, but 32 stocks hit fresh 52-week high",Thursday,8/10/2017
Are you stuck too? FIIs hold stake in 24 shell cos listed by SEBI; MFs trapped in 22,Thursday,8/10/2017
"Closing bell: Sensex drops 266 pts, Nifty holds 9800; Midcap plunges 3%",Thursday,8/10/2017
"Expect Nifty to open on negative note, support at around 9850: Stewart & Mackertich",Thursday,8/10/2017
See flat to negative opening led by mixed global cues: ICICIdirect,Thursday,8/10/2017
Nifty likely to shed 29 points at opening: Maximus Securities,Thursday,8/10/2017
"Buy, Sell, Hold: 5 stocks that are being tracked by analysts today",Thursday,8/10/2017
Ganeshaspeaks: Nifty prediction for August 10,Thursday,8/10/2017
"Nifty likely to drift lower, crucial support at 9862: 4 stocks to trade today: Gaba",Thursday,8/10/2017
Trade setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,8/9/2017
Sensex falls 216 pts on geopolitical tensions; Nifty manages to hold 9900,Wednesday,8/9/2017
"Thank you, Mr. Market, for the decline! Top 10 stocks which can give up to 35% return",Wednesday,8/9/2017
"Closing bell: Sensex falls 216 pts, Nifty holds 9900; pharma stocks drag",Wednesday,8/9/2017
Nifty to open gap up at 9975: Dynamic Levels,Wednesday,8/9/2017
"Nifty to open negative, remain under pressure below 10000: Stewart & Mackertich",Wednesday,8/9/2017
Nifty may shed 32 points at opening: Maximus Securities,Wednesday,8/9/2017
Nifty likely to open flat to negative on back of mixed global cues: ICICIdirect,Wednesday,8/9/2017
Ganeshaspeaks: Nifty prediction for August 9,Wednesday,8/9/2017
"Key support for Nifty at 9968; 4 stocks to buy, sell for good returns: Prakash Gaba",Wednesday,8/9/2017
Trade setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,8/8/2017
"Technical View: Breakdown on charts! Nifty forms strong bear candle, slips below 13-DEMA",Tuesday,8/8/2017
"Profit booking post SEBI order drags Sensex 259 pts, Midcap 1%; Nifty below 10K",Tuesday,8/8/2017
"As Sensex crashes 358 pts and Nifty breaks 10000, these 84 stocks hit fresh 52-week highs",Tuesday,8/8/2017
Nifty may open flat led by mixed global cues: ICICIdirect,Tuesday,8/8/2017
"Closing Bell: Sensex ends over 250 points lower, Nifty closes below 10,000; midcaps crack",Tuesday,8/8/2017
Nifty can gain 11 points at opening: Maximus Securities,Tuesday,8/8/2017
"Buy, Sell, Hold: Analysts are tracking these 4 stocks today",Tuesday,8/8/2017
Ganeshaspeaks: Nifty prediction for August 8,Tuesday,8/8/2017
Crucial support for Nifty at 9968; 4 stocks to buy in range bound market: Gaba,Tuesday,8/8/2017
Trade Setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,8/7/2017
"Broader markets outperform, Midcap up 1%; Sensex closes lower; Tata Steel up 4%",Monday,8/7/2017
M&M falls post FinMin clarification on SUV cess; here’s what brokerages are talking about stock,Monday,8/7/2017
"Amara Raja Q1 below estimates at Rs 99.8 crore; revenue at Rs 1,671.3 crore",Monday,8/7/2017
Dabur India gains 4% as brokerages remain upbeat post Q1 results,Monday,8/7/2017
Foreign ownership of BSE500 back near all-time highs of 21.2%; 55 FPI-heavy stocks to watch,Monday,8/7/2017
Don't have enough cash to invest? Even Rs 75 per day for next 20 years can get you Rs 33 lakh,Monday,8/7/2017
"Closing Bell: Sensex ends on a subdued note, Nifty holds 10,050; Tata Steel, IOC gain",Monday,8/7/2017
See Nifty open on positive note: Maximus Securities,Monday,8/7/2017
Nifty likely to open flat on back of mixed global cues: ICICIdirect,Monday,8/7/2017
"Nifty likely to consolidate this week, but next possible target is placed at 10500: ICICIdirect",Monday,8/7/2017
"Buy, Sell, Hold: Here are 7 stocks and 1 sector that are on analysts’ radar today",Monday,8/7/2017
Ganeshaspeaks: Nifty prediction for August 7,Monday,8/7/2017
Trade Setup for Monday: Top 10 things you should know before Opening Bell,Sunday,8/6/2017
"Seven of top-10 companies add Rs 40,799 cr in M-cap, RIL top gainer",Sunday,8/6/2017
Don't be in a hurry to buy! Nifty likely to fall by 5-10% based on these 3 parameters,Sunday,8/6/2017
"Market Week Ahead: With 10,000 crucial level for Nifty, watch out for these 10 factors",Sunday,8/6/2017
This bull market making a mockery of doomsayers! 5 stocks which can give up to 14% return,Saturday,8/5/2017
"Technical View: Nifty forms piercing pattern on charts; trade long with stop at 9,980",Friday,8/4/2017
"Thank God it’s Friday! As market recovered from lows, 25 stocks clocked fresh all-time highs",Friday,8/4/2017
"Sensex snaps 2-day losing streak; Nifty ends week above 10,050; IOC, HPCL zoom",Friday,8/4/2017
Dabur India Q1 net below expectations at Rs 265 cr; volume growth at -4.4%,Friday,8/4/2017
Time to buy? Sensex off 500 points from record highs; top 10 buy-on-dips calls,Friday,8/4/2017
"Closing bell: Sensex rebounds after 2-day fall, Nifty ends above 10,050; IOC up 8%",Friday,8/4/2017
Nifty may see selling below crucial support of 9940: Dynamic Levels,Friday,8/4/2017
"Nifty may open on negative note, shed 6 points: Maximus Securities",Friday,8/4/2017
Nifty likely to open flat on back of mixed global cues: ICICIdirect,Friday,8/4/2017
Ganeshaspeaks: Nifty prediction for August 4,Friday,8/4/2017
Trade Setup for Friday: Top 10 things you should know before Opening Bell,Thursday,8/3/2017
Technical View: Nifty forms ‘Bearish Belt Hold’ on charts; 13-DEMA could lend support,Thursday,8/3/2017
"Profit booking in banks drags Sensex 239 pts; Nifty manages to hold 10,000",Thursday,8/3/2017
Top 8 stocks to buy on dips which can give up to 21% return in 6 months,Thursday,8/3/2017
Buy dips towards 10K; 4 stocks which can give up to 10% upside in short term,Thursday,8/3/2017
Key support for Nifty at 10000; 4 stocks to buy today: Prakash Gaba,Thursday,8/3/2017
"Closing bell: Sensex sheds 239 pts, Nifty holds 10,000; RIL at record close",Thursday,8/3/2017
"Sensex, Nifty end lower post RBI policy announcement; banking stocks fall",Wednesday,8/2/2017
Rate-sensitive stocks trade lower post RBI move to cut repo rates,Wednesday,8/2/2017
JSW Steel falls over 2% after co's Q1 net profit falls 43% to Rs 624 crore,Wednesday,8/2/2017
"Closing Bell: Sensex, Nifty end lower post RBI policy; banking stocks crack",Wednesday,8/2/2017
"Buy, Sell, Hold: 5 stocks and 1 sector are on analysts’ radar today",Wednesday,8/2/2017
See Nifty shed 19 points at opening: Maximus Securities,Wednesday,8/2/2017
"Nifty like to breach 10,400 levels soon; top 5 stocks which can give up to 13% return",Wednesday,8/2/2017
Expect Nifty to open flat led by mixed global cues: ICICIdirect,Wednesday,8/2/2017
Ganeshaspeaks: Nifty prediction for August 2,Wednesday,8/2/2017
4 stocks to buy with Nifty at record highs; all eyes on RBI monetary policy,Wednesday,8/2/2017
Trade Setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,8/1/2017
"Technical View: Nifty forms ‘Hanging Man’ kind of pattern; next target seen at 10,200",Tuesday,8/1/2017
"Nifty ends above 10,100 for 1st time, Sensex at record close; MPC rate decision eyed",Tuesday,8/1/2017
"Marico Q1 results misses estimates, PAT down 12%; volume growth at -9%",Tuesday,8/1/2017
CLSA bets on commercialisation of new units for NTPC; reiterates buy call,Tuesday,8/1/2017
"Closing Bell: Sensex, Nifty end session at record closing high; auto stocks rally",Tuesday,8/1/2017
Nifty can gain 24 points at opening: Maximus Securities,Tuesday,8/1/2017
Nifty likely to open flat on back of mixed global cues: ICICIdirect,Tuesday,8/1/2017
"Buy, Sell, Hold: 8 stocks that analysts are tracking today",Tuesday,8/1/2017
Ganeshaspeaks: Nifty prediction for August 1,Tuesday,8/1/2017
Resistance for Bank Nifty at 25238; 4 stocks to buy ahead of RBI monetary policy,Tuesday,8/1/2017
Trade Setup for Tuesday: Top 10 things you should know before Opening Bell,Monday,7/31/2017
"Technical View: Nifty forms strong bull candle; trade long with a stop below 9,944",Monday,7/31/2017
"Market at record close, Sensex gains 205 pts; Nifty Bank above 25K on rate cut hope",Monday,7/31/2017
Ambit: Govt's war on black money throws up interesting opportunities for investors,Monday,7/31/2017
Sensex @ 32K but here are top 20 laggards of 2017; here’s what to do if you own them,Monday,7/31/2017
Nifty to open gap down by 7 points at 10032: Dynamic Levels,Monday,7/31/2017
"Closing bell: Sensex soars 205 pts, Nifty ends above 10,050; SBI rises 4.5%",Monday,7/31/2017
Nifty likely to open on positive note: Maximus Securities,Monday,7/31/2017
Ganeshaspeaks: Nifty prediction for July 31,Monday,7/31/2017
What changed for market while you were sleeping: 14 things you should know,Monday,7/31/2017
F&amp;O cues: Nifty 10500 Call adds 13.1 lakh shares in Open Interest,Monday,7/31/2017
Trade Setup for Monday: Top 10 things you should know before Opening Bell,Sunday,7/30/2017
"Week Ahead: Earnings, RBI policy among 10 factors that could impact the market",Sunday,7/30/2017
Technical View: Nifty forms ‘Hammer’ like pattern; tread with caution next week,Friday,7/28/2017
"Thank God it’s Friday! As market snaps winning streak, over 25 stocks clock all-time highs",Friday,7/28/2017
"Sensex snaps 5-day winning streak; HDFC, Infosys help Nifty close week above 10,000",Friday,7/28/2017
Top 25 stocks which gave multibaggers returns since peak of January 2008,Friday,7/28/2017
"Closing Bell: Market begins August series on subdued note, but Nifty still manages to end above 10K",Friday,7/28/2017
Nifty to open gap down by 24 points at 9998: Dynamic Levels,Friday,7/28/2017
Nifty likely to open gap down on back of weak global cues: ICICIdirect,Friday,7/28/2017
"Buy, Sell, Hold: Here are 9 stocks analysts are tracking today",Friday,7/28/2017
Nifty can fall 70 points at opening: Maximus Securities,Friday,7/28/2017
Top 15 stocks which stood the test of time for the last 21 years; should they be your retirement bets?,Friday,7/28/2017
Ganeshaspeaks: Nifty prediction for July 28,Friday,7/28/2017
Trade Setup for Friday: Top 10 things you should know before Opening Bell,Thursday,7/27/2017
Technical View: Nifty forms bearish candle; 9965-10000 holds key for bulls,Thursday,7/27/2017
"Nifty ends F&O expiry above 10K, up 5% in July series; Sensex closes flat",Thursday,7/27/2017
"As market turns volatile, over 95 stocks hit fresh 52-week highs",Thursday,7/27/2017
Sensex hits record highs as Nitish Kumar takes oath; BJP road to 2019 elections looks clear,Thursday,7/27/2017
"Closing Bell: Sensex erases all gains, Nifty closes flat but above 10K; HDFC twins gain, DRL tanks",Thursday,7/27/2017
"Buy, Sell, Hold: 6 stocks and 1 sector are on analysts’ radar today",Thursday,7/27/2017
Nifty likely to open on flat to positive note led by mixed global cues: ICICIdirect,Thursday,7/27/2017
"Nifty likely to move towards 10,130; 4 stocks which can give up to 15% return",Thursday,7/27/2017
"Nifty from 1K to 10K took 21 years but jump to 100,000 will come sooner than you expect",Thursday,7/27/2017
"As Nifty hits 10K, mutual funds prefer to park money in balanced funds",Thursday,7/27/2017
Ganeshaspeaks: Nifty prediction for July 27,Thursday,7/27/2017
Key support for Nifty at 9982; 4 stocks to buy ahead of expiry: Prakash Gaba,Thursday,7/27/2017
Trade Setup for Thursday: Top 10 things you should know before Opening Bell,Wednesday,7/26/2017
"Nifty sees a photo-finish above 10,000, Sensex closes at record high; metals, pharma lead",Wednesday,7/26/2017
Technical View: Nifty forms bullish candle ahead of F&O expiry; remain long,Wednesday,7/26/2017
Global commodity rally boosts metal firms as stocks gain 1-5%,Wednesday,7/26/2017
"Closing Bell: Sensex ends at record high, Nifty closes above 10K for first time ever",Wednesday,7/26/2017
Nifty to open on flat note on back of mixed global cues: ICICIdirect,Wednesday,7/26/2017
F&amp;O cues: Nifty 10000 Call adds 8.8 lakh shares in Open Interest,Wednesday,7/26/2017
Key resistance for Nifty at 10036; 4 stocks to buy today: Prakash Gaba,Wednesday,7/26/2017
Trade Setup for Wednesday: Top 10 things you should know before Opening Bell,Tuesday,7/25/2017
"Nifty closes below historic high of 10,000 as investors cautious ahead of Fed meet",Tuesday,7/25/2017
"Five factors that lifted Nifty from 7000 to a historic high of 10,000",Tuesday,7/25/2017
